"","SAMPLE_STOCK_030","","----/--/--","0株","米株信用配当金","1966/03/25","--","--","----/--/--","--","+4"
"譲渡益税徴収額","","","","","","1966/03/25","","","","","0","0"
"7018     ","SAMPLE_STOCK_031","","1966/03/25","5株","株式配当金","1966/03/27","--","--","----/--/--","--","+15"
"配当所得税徴収額","","","","","","1966/03/27","","","","","1","0"
"","SAMPLE_STOCK_032","","1966/03/27","1株","外国株式配当金","1966/03/27","--","--","----/--/--","--","+7"
"配当所得税徴収額","","","","","","1966/03/27","","","","","0","0"
"","SAMPLE_STOCK_033","","1966/03/27","1株","外国株式配当金","1966/03/27","--","--","----/--/--","--","+13"
"配当所得税徴収額","","","","","","1966/03/27","","","","","1","0"
"7019     ","SAMPLE_STOCK_034","","1966/03/26","30株","株式配当金","1966/03/30","--","--","----/--/--","--","+141"
"配当所得税徴収額","","","","","","1966/03/30","","","","","12","3"
"","SAMPLE_STOCK_001","","1966/04/01","1株","外国株式配当金","1966/04/01","--","--","----/--/--","--","+16"
"配当所得税徴収額","","","","","","1966/04/01","","","","","1","0"
"","SAMPLE_STOCK_035","","1966/04/02","1株","外国株式配当金","1966/04/02","--","--","----/--/--","--","+13"
"配当所得税徴収額","","","","","","1966/04/02","","","","","1","0"
"","SAMPLE_STOCK_036","","1966/04/02","1株","外国株式配当金","1966/04/02","--","--","----/--/--","--","+0"
"配当所得税徴収額","","","","","","1966/04/02","","","","","0","0"
"","SAMPLE_STOCK_008","","1966/04/07","90株","外国株式配当金","1966/04/07","--","--","----/--/--","--","+613"
"配当所得税徴収額","","","","","","1966/04/07","","","","","51","13"
"","SAMPLE_STOCK_037","","----/--/--","0株","米株信用配当金","1966/04/08","--","--","----/--/--","--","+13"
"譲渡益税徴収額","","","","","","1966/04/08","","","","","1","0"
"7020     ","SAMPLE_STOCK_038","","1966/04/08","100株","株式配当金","1966/04/10","--","--","----/--/--","--","+42"
"配当所得税徴収額","","","","","","1966/04/10","","","","","4","1"
"","SAMPLE_STOCK_003","","1966/04/14","1株","外国株式配当金","1966/04/14","--","--","----/--/--","--","+20"
"配当所得税徴収額","","","","","","1966/04/14","","","","","2","0"
"","SAMPLE_STOCK_005","","1966/04/27","1株","外国株式配当金","1966/04/27","--","--","----/--/--","--","+12"
"配当所得税徴収額","","","","","","1966/04/27","","","","","1","0"
"","SAMPLE_STOCK_007","","1966/05/01","1株","外国株式配当金","1966/05/01","--","--","----/--/--","--","+36"
"配当所得税徴収額","","","","","","1966/05/01","","","","","3","1"
"7021     ","SAMPLE_STOCK_039","","1966/05/07","1株","株式配当金","1966/05/11","--","--","----/--/--","--","+54"
"配当所得税徴収額","","","","","","1966/05/11","","","","","5","1"
"","SAMPLE_STOCK_008","","1966/05/11","90株","外国株式配当金","1966/05/11","--","--","----/--/--","--","+583"
"配当所得税徴収額","","","","","","1966/05/11","","","","","48","12"
"","SAMPLE_STOCK_040","","----/--/--","0株","米株信用配当金","1966/05/13","--","--","----/--/--","--","+60"
"譲渡益税徴収額","","","","","","1966/05/13","","","","","5","1"
"","SAMPLE_STOCK_019","","1966/05/15","1株","外国株式配当金","1966/05/15","--","--","----/--/--","--","+7"
"配当所得税徴収額","","","","","","1966/05/15","","","","","0","0"
"7022     ","SAMPLE_STOCK_041","","1966/05/14","101株","株式配当金","1966/05/18","--","--","----/--/--","--","+339"
"配当所得税徴収額","","","","","","1966/05/18","","","","","28","7"
"7021     ","SAMPLE_STOCK_039","","1966/05/22","1株","現物売","1966/05/26","12271","--","1965/07/22","7413","+4858"
"7013     ","SAMPLE_STOCK_020","","1966/05/22","100株","信用返済売","1966/05/26","157839","1015","1966/02/12","119132","+38707"
"7023     ","SAMPLE_STOCK_042","","1966/05/22","100株","信用返済売","1966/05/26","111821","806","1966/01/16","72485","+39336"
"7023     ","SAMPLE_STOCK_042","","1966/05/22","100株","信用返済売","1966/05/26","111241","1386","1965/12/16","75208","+36033"
"7023     ","SAMPLE_STOCK_042","","1966/05/22","300株","信用返済売","1966/05/26","335339","2542","1966/01/05","225523","+109816"
"譲渡益税徴収額","","","","","","1966/05/26","","","","","19053","4689"
"7024     ","SAMPLE_STOCK_043","","1966/05/25","101株","株式配当金","1966/05/27","--","--","----/--/--","--","+31"
"配当所得税徴収額","","","","","","1966/05/27","","","","","2","1"
"7002     ","SAMPLE_STOCK_004","","1966/05/29","3株","株式配当金","1966/06/02","--","--","----/--/--","--","+15"
"配当所得税徴収額","","","","","","1966/06/02","","","","","1","0"
"7025     ","SAMPLE_STOCK_044","","1966/05/29","6株","株式配当金","1966/06/02","--","--","----/--/--","--","+367"
"配当所得税徴収額","","","","","","1966/06/02","","","","","31","7"
"","SAMPLE_STOCK_024","","1966/06/03","1株","外国株式配当金","1966/06/03","--","--","----/--/--","--","+6"
"配当所得税徴収額","","","","","","1966/06/03","","","","","0","0"
"","SAMPLE_STOCK_008","","1966/06/04","90株","外国株式配当金","1966/06/04","--","--","----/--/--","--","+610"
"配当所得税徴収額","","","","","","1966/06/04","","","","","51","12"
"","SAMPLE_STOCK_023","","1966/06/05","1株","外国株式配当金","1966/06/05","--","--","----/--/--","--","+4"
"配当所得税徴収額","","","","","","1966/06/05","","","","","0","0"
"7014     ","SAMPLE_STOCK_021","","1966/06/03","0株","信用配当金","1966/06/08","--","--","----/--/--","--","+178"
"譲渡益税徴収額","","","","","","1966/06/08","","","","","15","4"
"7026     ","SAMPLE_STOCK_045","","1966/06/04","101株","株式配当金","1966/06/08","--","--","----/--/--","--","+170"
"配当所得税徴収額","","","","","","1966/06/08","","","","","14","4"



